net,refdes,pin,side,x,y,value,part_number
GND,JMIPI1,21,T,4076,3992,HIGHS_FC5AF201-2931H,HIGHS_FC5AF201-2931H_20P
GND,JMIPI1,22,T,4076,4462,HIGHS_FC5AF201-2931H,HIGHS_FC5AF201-2931H_20P
GND,JNFC1,5,B,1407,951,HIGHS_FC5AF121-2121H,HIGHS_FC5AF121-2121H_12P-T
GND,JNFC1,13,B,1586,805,HIGHS_FC5AF121-2121H,HIGHS_FC5AF121-2121H_12P-T
GND,JNFC1,14,B,1170,805,HIGHS_FC5AF121-2121H,HIGHS_FC5AF121-2121H_12P-T
GND,JPSEN1,5,B,8228,1055,HIGHS_WS83050-S0171-HF,HIGHS_WS83050-S0171-HF_5P-T
GND,JPSEN1,6,B,8406,978,HIGHS_WS83050-S0171-HF,HIGHS_WS83050-S0171-HF_5P-T
GND,JPSEN1,7,B,8177,978,HIGHS_WS83050-S0171-HF,HIGHS_WS83050-S0171-HF_5P-T
GND,JPWR1,7,B,9212,5032,HIGHS_WS83081-S0171-HF,HIGHS_WS83081-S0171-HF_8P-T
GND,JPWR1,9,B,8972,5108,HIGHS_WS83081-S0171-HF,HIGHS_WS83081-S0171-HF_8P-T
GND,JPWR1,10,B,9295,5108,HIGHS_WS83081-S0171-HF,HIGHS_WS83081-S0171-HF_8P-T
GND,JRTC1,2,B,8487,780,HIGHSTAR_WS23021-S029C-1H,HIGHSTAR_WS23021-S029C-1H_2P-T
GND,JRTC1,3,B,8640,870,HIGHSTAR_WS23021-S029C-1H,HIGHSTAR_WS23021-S029C-1H_2P-T
GND,JRTC1,4,B,8640,728,HIGHSTAR_WS23021-S029C-1H,HIGHSTAR_WS23021-S029C-1H_2P-T
GND,JSC1,4,B,7589,1043,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
GND,JSC1,9,B,7490,1043,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
GND,JSC1,15,B,7698,951,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
GND,JSC1,16,B,7341,951,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
GND,JSIM1,GND8,T,2468,5489,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,GND5,T,2956,5411,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,C5,T,2620,5733,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,GND2,T,2518,5927,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,GND3,T,2936,5927,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,GND1,T,2468,5761,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,GND4,T,2956,5829,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,GND7,T,2555,5390,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSIM1,GND6,T,2810,5390,T-SOL_5-501703002000-6,T-SOL_5-501703002000-6_7P-T
GND,JSPK1,5,B,2469,5439,HIGHS_WS83040-S0171-HF,HIGHS_WS83040-S0171-HF_4P
GND,JSPK1,6,B,2272,5439,HIGHS_WS83040-S0171-HF,HIGHS_WS83040-S0171-HF_4P
GND,JSSD1,3,B,1231,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,9,B,1290,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,15,B,1349,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,21,B,1408,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,27,B,1467,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,33,B,1526,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,39,B,1585,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,45,B,1644,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,51,B,1703,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,57,B,1762,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,71,B,1900,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,73,B,1919,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,75,B,1939,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,76,B,1168,1179,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JSSD1,77,B,1982,1179,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
GND,JTP2,7,T,3267,2846,HIGHSTAR_FC1AF141-2133-1H,HIGHSTAR_FC1AF141-2133-1H_14P-T
GND,JTP2,14,T,3542,2846,HIGHSTAR_FC1AF141-2133-1H,HIGHSTAR_FC1AF141-2133-1H_14P-T
GND,JTP2,15,T,2911,2701,HIGHSTAR_FC1AF141-2133-1H,HIGHSTAR_FC1AF141-2133-1H_14P-T
GND,JTP2,16,T,3661,2701,HIGHSTAR_FC1AF141-2133-1H,HIGHSTAR_FC1AF141-2133-1H_14P-T
GND,JUSB1,1,B,9839,5129,HIGHS_BT4S201-14000-1H,HIGHS_BT4S201-14000-1H_20P-T
GND,JUSB1,7,B,9791,5129,HIGHS_BT4S201-14000-1H,HIGHS_BT4S201-14000-1H_20P-T
GND,JUSB1,13,B,9744,5129,HIGHS_BT4S201-14000-1H,HIGHS_BT4S201-14000-1H_20P-T
GND,JUSB1,18,B,9713,5233,HIGHS_BT4S201-14000-1H,HIGHS_BT4S201-14000-1H_20P-T
GND,JUSB1,19,B,9697,5129,HIGHS_BT4S201-14000-1H,HIGHS_BT4S201-14000-1H_20P-T
GND,JUSB1,20,B,9697,5233,HIGHS_BT4S201-14000-1H,HIGHS_BT4S201-14000-1H_20P-T
GND,JUSB2,4,B,675,1441,ALLTOP_C191D9-10935-L,ALLTOP_C191D9-10935-L_9P
GND,JUSB2,7,B,616,1579,ALLTOP_C191D9-10935-L,ALLTOP_C191D9-10935-L_9P
GND,JUSB2,10,B,646,1327,ALLTOP_C191D9-10935-L,ALLTOP_C191D9-10935-L_9P
GND,JUSB2,11,B,646,1831,ALLTOP_C191D9-10935-L,ALLTOP_C191D9-10935-L_9P
GND,JUSB2,12,B,324,1270,ALLTOP_C191D9-10935-L,ALLTOP_C191D9-10935-L_9P
GND,JUSB2,13,B,324,1888,ALLTOP_C191D9-10935-L,ALLTOP_C191D9-10935-L_9P
GND,JUSBC1,A1,B,468,3815,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,A12,B,468,4032,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,B1,B,403,4022,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,B12,B,403,3805,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,30,B,219,4149,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,29,B,219,3688,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,28,B,439,4112,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,27,B,439,3725,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,26,B,413,4067,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC1,25,B,413,3770,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,A1,B,468,3140,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,A12,B,468,3356,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,B1,B,403,3346,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,B12,B,403,3130,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,30,B,219,3473,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,29,B,219,3013,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,28,B,439,3437,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,27,B,439,3049,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,26,B,413,3392,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JUSBC2,25,B,413,3094,HIGHSTAR_UB11249-A600G-1H,HIGHSTAR_UB11249-A600G-1H_24P-T
GND,JWWAN1,3,B,3238,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,5,B,3219,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,11,B,3159,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,27,B,3002,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,33,B,2943,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,39,B,2884,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,45,B,2825,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,51,B,2766,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,57,B,2707,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,71,B,2569,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,73,B,2549,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,76,B,3301,3742,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,JWWAN1,77,B,2486,3742,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
GND,L8201,1,T,1865,1705,BLM03PG330SN1D_2P,MURAT_BLM03PG330SN1D_2P
GND,LED1,3,T,339,3611,19-223-S2T1D-C01-2T_ORG_WHI,LED_19-223-S2T1D-C01-2T_4P
GND,LED1,4,T,371,3611,19-223-S2T1D-C01-2T_ORG_WHI,LED_19-223-S2T1D-C01-2T_4P
GND,PC0101,2,T,3497,769,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0102,2,B,3486,1013,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0203,1,B,2333,1322,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0204,1,B,2481,1517,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0205,1,B,2453,1469,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0206,1,B,2485,1421,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0207,2,B,2099,1314,0.01U_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0208,1,B,2124,1313,1000P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0209,1,B,2579,1250,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0210,1,B,2686,974,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0211,1,B,2637,965,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0212,1,B,2531,1223,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0218,1,B,3622,1389,1U_25V_K_X5R_0402,C0402_23P622_CB
GND,PC0221,1,B,3660,1216,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0222,1,B,3660,1264,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0230,2,B,2782,1164,2.2U_10V_K_X5R_0402,C0402_21P654_CA
GND,PC0233,2,B,2553,886,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0234,2,B,3301,1528,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0235,1,T,2795,992,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0236,2,B,2795,992,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0237,1,B,2772,993,100P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0238,1,T,2772,993,47P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0239,1,T,2099,1314,100P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0240,1,T,2124,1313,47P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0243,1,B,2142,1432,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0244,1,B,2381,1322,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0246,1,B,2142,1480,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0248,1,B,2142,1528,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0249,1,B,2736,964,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0250,1,B,3351,1528,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0251,2,B,2670,1277,22U_B2_25VM_R100M,C_B2
GND,PC0252,1,B,2429,1322,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0253,1,B,2477,1322,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0301,1,B,1917,4729,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0302,1,B,1924,4812,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0303,1,B,1757,4859,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0304,1,B,1757,4811,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0305,1,T,1757,4811,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0309,2,B,1602,5260,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0312,2,B,1898,4905,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0317,1,T,1523,5095,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0318,1,B,1523,5145,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0319,1,T,1523,5195,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0320,1,B,1523,5095,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0321,1,T,1523,5145,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0322,1,B,1523,5195,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0323,2,B,1710,4718,22U_B2_25VM_R100M,C_B2
GND,PC0325,1,T,1757,4860,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0326,1,T,1924,4812,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0327,1,B,1624,5259,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0328,1,T,1766,4776,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0401,1,B,2760,4651,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0403,1,B,2724,4681,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0406,1,T,2808,4653,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0407,1,T,2760,4652,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0408,1,B,2809,4652,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0409,2,B,2842,4897,22U_B2_25VM_R100M,C_B2
GND,PC0413,1,T,2564,4493,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0414,1,T,2538,4543,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0418,1,B,2541,4456,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0419,1,B,2363,4551,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0420,1,B,2564,4493,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0421,1,T,2363,4551,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0422,1,B,2538,4543,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0425,1,T,2754,4797,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0426,1,B,2754,4797,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0427,1,T,2724,4681,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0428,1,T,2541,4456,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0502,1,T,7500,1100,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0503,1,B,7405,1090,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0504,1,B,7500,1100,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0505,1,T,7405,1090,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0506,1,B,7572,1130,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0508,1,B,7901,1458,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0509,2,T,7901,1458,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0510,1,T,7923,1423,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0511,1,T,7636,1458,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0512,1,B,7701,1311,1U_6.3V_K_X5R_0402,C0402_21P654_CA
GND,PC0513,2,B,7686,1358,4.7U_6.3V_M_X5R_0402,C0402_25P591_CC
GND,PC0514,1,T,7415,1252,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0515,1,B,7594,1130,100P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0516,1,T,7437,1252,47P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0518,1,B,7636,1459,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0519,1,B,7923,1423,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0520,1,T,7671,1406,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0521,1,B,7671,1405,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0522,1,B,7901,1480,100P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0523,1,T,7900,1480,47P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0524,2,B,7429,1314,22U_B2_25VM_R100M,C_B2
GND,PC0525,1,T,1639,4069,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0526,1,B,7452,1090,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0527,1,T,7452,1090,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0601,2,B,6889,2712,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0602,2,B,6889,2760,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0603,2,T,6889,2712,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0604,2,B,6872,2817,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0605,1,B,6872,2795,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0606,2,T,6870,2817,100P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0607,2,T,6872,2795,47P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0609,1,B,7019,2529,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0610,2,T,6958,2106,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0611,2,T,7057,2107,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0612,2,B,6958,2106,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0613,2,B,7007,2106,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0614,2,B,7057,2107,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0615,2,T,7007,2106,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0616,2,B,7106,2112,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0617,2,T,7106,2112,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0618,2,B,6944,2069,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0619,2,T,6944,2069,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0623,2,B,7062,2564,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0625,2,B,6640,2444,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0626,2,B,6690,2444,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0628,2,B,6945,2047,100P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0629,2,T,6945,2047,47P_25V_J_NPO_0201,C0201_12P992_BA
GND,PC0630,2,B,6630,2866,22U_B2_25VM_R100M,C_B2
GND,PC0701,1,T,5886,5114,10U_6.3V_M_X5R_0603,C0603_37P402_DB
GND,PC0703,1,T,5859,5171,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0705,2,T,5884,4920,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0706,1,T,5953,5047,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0707,1,T,5951,4988,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC0708,1,T,5859,5149,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0709,1,T,5884,4942,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0901,1,B,3858,5107,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0902,1,T,3834,5158,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0903,1,B,3834,5157,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0904,1,T,3858,5107,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0905,1,T,4031,5095,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0906,1,B,4031,5095,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0909,2,B,4107,5171,22U_B2_25VM_R100M,C_B2
GND,PC0910,2,B,4032,4960,1U_25V_K_X5R_0402,C0402_23P622_CB
GND,PC0912,2,B,4024,4714,1000P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0913,1,B,4277,5149,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0914,1,T,4296,5099,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0915,1,B,4296,5098,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0916,1,T,4277,5149,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0917,1,B,4458,5090,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0918,1,T,4458,5090,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0921,2,B,4528,5170,22U_B2_25VM_R100M,C_B2
GND,PC0922,2,B,4481,4971,1U_25V_K_X5R_0402,C0402_23P622_CB
GND,PC0924,2,B,4450,4703,1000P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0925,1,T,4702,5102,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0926,1,B,4691,5152,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0927,1,B,4702,5102,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0928,1,T,4691,5152,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0929,1,B,4859,5093,0.1U_25V_K_X5R_0201,C0201_13P780_BB
GND,PC0930,1,T,4859,5093,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0933,2,B,4939,5171,22U_B2_25VM_R100M,C_B2
GND,PC0934,2,B,4892,4956,1U_25V_K_X5R_0402,C0402_23P622_CB
GND,PC0936,2,B,4871,4696,1000P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0937,1,B,3968,4884,0.22U_25V_K_X7R_0402,C0402_21P654_CA
GND,PC0938,1,B,4406,4879,0.22U_25V_K_X7R_0402,C0402_21P654_CA
GND,PC0939,1,B,4814,4881,0.22U_25V_K_X7R_0402,C0402_21P654_CA
GND,PC0940,1,B,3850,5205,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0941,1,T,3850,5206,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0942,1,B,4296,5198,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0943,1,T,4296,5198,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0944,1,B,4674,5200,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0945,1,T,4674,5200,10U_25V_M_X5R_0603,C0603_37P402_DB
GND,PC0946,1,B,3852,4415,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0947,1,B,4198,4281,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0948,1,B,4817,4297,2200P_25V_K_X7R_0201,C0201_12P992_BA
GND,PC0949,2,B,3851,4393,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0950,2,B,4221,4281,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC0951,2,B,4817,4320,0.1U_6.3V_K_X5R_0201,C0201_12P992_BA
GND,PC1002,2,B,4514,4655,330U_2.5V_M_B2_ESR9M_H1.9,C_B2_78P740
GND,PC1003,2,B,4848,4399,330U_2.5V_M_B2_ESR9M_H1.9,C_B2_78P740
GND,PC1004,2,B,4087,4660,330U_2.5V_M_B2_ESR9M_H1.9,C_B2_78P740
GND,PC1005,1,T,5050,3441,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1006,1,T,5011,3431,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1007,1,B,4949,4196,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1008,1,T,4794,3286,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1009,1,T,4751,3291,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1010,1,T,4794,3235,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1011,1,T,4701,3291,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1012,1,T,4732,3589,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1013,1,T,4950,4197,22U_6.3V_M_X5R_0603,C0603_39P370_DC
GND,PC1014,1,T,5011,3481,22U_6.3V_M_X5R_0603,C0603_39P370_DC
